,datePrecipDf,precipGR (m),precipIT (m),precipFR (m)
506,5/22/2023,0.000727641,0.00029184,0.000640138
507,5/23/2023,0.001943219,7.26e-05,3.06e-05
508,5/24/2023,5.1e-05,5.41e-05,2.29e-05
509,5/25/2023,7.09e-05,0.000181311,0.000594202
510,5/26/2023,0.000485467,0.001065582,0.000731579
511,5/27/2023,0.00012896,0.000971594,0.000164538
512,5/28/2023,0.000838817,0.000293109,4.23e-05
513,5/29/2023,0.001487638,0.000161251,2.58e-05
514,5/30/2023,0.003601256,0.001229528,0.000514003
515,5/31/2023,0.001055028,0.001402029,5.11e-05
516,6/1/2023,0.007642171,0.002987114,5.41e-05
517,6/2/2023,0.015861018,0.001899235,0.000410223
518,6/3/2023,0.011304486,0.000911658,0.000475652
519,6/4/2023,0.004747604,0.001298388,0.000871804
520,6/5/2023,0.001798837,0.001545107,0.001668258
521,6/6/2023,0.000506297,0.002100162,0.001776032
522,6/7/2023,4.99e-05,0.002546701,0.001769393
523,6/8/2023,0.000896312,0.001846068,0.00730501
524,6/9/2023,0.000389995,0.004873586,0.008637346
525,6/10/2023,5.55e-05,0.009779032,0.005360279
526,6/11/2023,0.000690206,0.011807242,0.000464342
527,6/12/2023,0.001596858,0.002701623,0.004986057
528,6/13/2023,0.000470455,0.013999815,0.00409112
529,6/14/2023,0.000743368,0.003566587,0.002190559
530,6/15/2023,0.00012161,0.000384036,0.001122962
531,6/16/2023,0.000110974,0.000148006,0.003004415
532,6/17/2023,4.07e-05,0.000103738,0.003850441
533,6/18/2023,5.25e-05,0.000464949,0.002876857
534,6/19/2023,3.64e-05,0.003958531,0.002219999
535,6/20/2023,3.94e-05,0.00825119,0.001190116
536,6/21/2023,0.000975954,0.006672946,0.000139713
537,6/22/2023,0.001007241,0.002609043,6.59e-05
538,6/23/2023,0.001248184,0.0008267,9.64e-05
539,6/24/2023,0.002041562,0.001255939,6.56e-05
540,6/25/2023,0.005285734,0.000139837,0.000107718
541,6/26/2023,0.001360887,0.000171731,6.65e-05
542,6/27/2023,0.000298951,0.000228417,0.001301372
543,6/28/2023,6.46e-05,0.000780303,0.002205605
544,6/29/2023,3.54e-05,0.001195872,0.000223477
545,6/30/2023,0.000329564,0.000117233,3.91e-05
546,7/1/2023,0.003792317,0.000122528,3.72e-05
547,7/2/2023,0.001988865,0.002639217,0.00021534
548,7/3/2023,0.000100739,0.001604879,9.44e-05
549,7/4/2023,0.000127415,0.001263299,0.003043432
550,7/5/2023,0.000107665,0.00222936,0.00857568
551,7/6/2023,0.000164331,0.003036846,0.006820443
552,7/7/2023,0.001774391,0.000704753,0.002850165
553,7/8/2023,0.003399019,0.000309613,0.001043809
554,7/9/2023,0.002933575,0.0012022,0.002089411
555,7/10/2023,0.000225471,0.010582102,0.001807574
556,7/11/2023,0.000207058,0.007751996,0.00148716
557,7/12/2023,0.000200946,0.008633617,0.005417356
558,7/13/2023,0.001833975,0.005023055,0.000578968
559,7/14/2023,0.005290742,0.004050476,0.000668693
560,7/15/2023,0.005401033,0.008585451,0.001635134
561,7/16/2023,0.000502632,0.003573078,0.001951406
562,7/17/2023,0.000432167,0.005603843,0.001564017
563,7/18/2023,0.000241356,0.00967523,0.000946439
564,7/19/2023,0.000285166,0.002742487,0.001496069
565,7/20/2023,0.000441927,0.002852836,0.000410965
566,7/21/2023,0.000570556,0.002932826,0.000618525
567,7/22/2023,0.000108961,0.000680674,0.001603367
568,7/23/2023,9.62e-05,0.000354704,0.001143782
569,7/24/2023,0.000131001,0.001197959,0.002730055
570,7/25/2023,0.00027439,0.004027351,0.002242426
571,7/26/2023,0.000103526,0.000613549,0.001204139
572,7/27/2023,0.000122219,0.004778696,0.003301299
573,7/28/2023,8.73e-05,0.000604309,0.004845625
574,7/29/2023,0.0001031,0.005039813,0.000953622
575,7/30/2023,0.000116901,0.000865766,0.000249147
576,7/31/2023,0.000114567,0.002004185,0.005060787
577,8/1/2023,7.46e-05,0.00573542,0.001296681
578,8/2/2023,0.000112949,0.001693795,0.000227083
579,8/3/2023,0.000156202,0.002503325,0.004665544
580,8/4/2023,5.37e-05,0.007790396,0.002198725
581,8/5/2023,4.9e-05,0.000176209,0.000732951
582,8/6/2023,6.61e-05,0.000191906,0.00223978
583,8/7/2023,4.69e-05,0.000501659,0.000328418
584,8/8/2023,6.38e-05,0.003128263,0.000286308
585,8/9/2023,6.59e-05,0.002521438,0.000798863
586,8/10/2023,8.33e-05,0.001601014,0.004112463
587,8/11/2023,7.26e-05,0.001961606,0.002652766
588,8/12/2023,5.09e-05,0.0007277,0.000844922
589,8/13/2023,0.000147886,0.00027193,5.35e-05
590,8/14/2023,0.001438031,0.000166631,5.1e-05
591,8/15/2023,8.68e-05,0.000245008,0.001391415
592,8/16/2023,4.88e-05,0.003410452,0.002012013
593,8/17/2023,0.00075075,0.00170132,0.001865392
594,8/18/2023,0.001724485,0.000799412,0.002494364
595,8/19/2023,6.24e-05,0.000935464,0.000845728
596,8/20/2023,0.000168336,0.001175127,0.000671735
597,8/21/2023,0.00024107,0.000508389,0.000294698
598,8/22/2023,4.99e-05,0.000679492,0.000110061
599,8/23/2023,7.17e-05,0.000147327,0.002343865
600,8/24/2023,4.87e-05,0.000124359,0.009553701
601,8/25/2023,6.66e-05,0.005717219,0.005292219
602,8/26/2023,7.01e-05,0.008134568,0.001894985
603,8/27/2023,6.25e-05,0.001781164,0.003814746
604,8/28/2023,5.76e-05,0.004808908,0.006607687
605,8/29/2023,6.28e-05,0.006172106,0.002540671
606,8/30/2023,0.000684768,0.003194324,0.000173125
607,8/31/2023,0.000301249,0.00095214,0.000335496
608,9/1/2023,0.000106783,0.000639986,0.000173451
609,9/2/2023,0.000139507,0.001779875,0.006522717
610,9/3/2023,0.000138648,0.003790728,0.009201063
611,9/4/2023,0.00011368,0.003716233,0.001627182
612,9/5/2023,0.000136373,0.001052944,0.00584881
613,9/6/2023,6.82e-05,0.010585557,0.001655858
614,9/7/2023,7.83e-05,0.005566051,0.002009939
615,9/8/2023,6.79e-05,0.003155584,0.000875388
616,9/9/2023,7.09e-05,0.001913568,0.000652166
617,9/10/2023,0.004251284,0.006457458,0.000171691
618,9/11/2023,0.008500343,0.003993025,8.91e-05
619,9/12/2023,0.002117671,0.001006314,4.25e-05
620,9/13/2023,0.001525659,0.000313238,4.82e-05
621,9/14/2023,0.000213941,0.000527476,0.001853468
622,9/15/2023,0.000130172,0.001535527,0.002058546
623,9/16/2023,0.002282926,0.000865647,5.3e-05
624,9/17/2023,0.001885811,0.000210805,3.83e-05
625,9/18/2023,0.000133339,0.000788706,4.81e-05
626,9/19/2023,0.005012106,0.002414163,5.26e-05
627,9/20/2023,0.00110249,0.000235691,0.000120779
628,9/21/2023,7.35e-05,0.000539005,0.000104099
629,9/22/2023,0.000437701,0.001816874,3.15e-05
630,9/23/2023,0.004183702,0.003085828,5.42e-05
631,9/24/2023,0.015438654,0.003422854,0.000101908
632,9/25/2023,0.003681481,0.000433805,0.000249131
633,9/26/2023,0.003160718,0.000194485,5.75e-05
634,9/27/2023,0.000120866,0.000395368,2.59e-05
635,9/28/2023,9.39e-05,0.000727614,0.001487553
636,9/29/2023,0.000243032,0.000279079,0.000478638
637,9/30/2023,6.91e-05,0.003809574,0.000464399
638,10/1/2023,6.97e-05,0.004066277,0.000223251
639,10/2/2023,7.79e-05,0.002949528,5.19e-05
640,10/3/2023,0.000323144,0.000719009,0.000416996
641,10/4/2023,0.000484403,0.001085135,0.000591949
642,10/5/2023,8.63e-05,0.000769139,0.000462659
643,10/6/2023,0.003847255,0.001752932,0.000952754
644,10/7/2023,0.010785555,0.00322475,0.002305482
645,10/8/2023,0.002874704,0.015232535,0.008086846
646,10/9/2023,0.005693873,0.016407785,0.013679128
647,10/10/2023,0.002357496,0.003572097,0.004070302
648,10/11/2023,0.025087002,0.002477371,0.007542605
649,10/12/2023,0.013715551,0.004641959,0.003333692
650,10/13/2023,0.001534269,0.001420765,0.002505937
651,10/14/2023,7.59e-05,0.002504095,0.001631596
652,10/15/2023,0.002138187,0.002186644,0.007585807
653,10/16/2023,0.022828135,0.000616074,0.002799095
654,10/17/2023,0.00482076,0.001586177,0.000796647
655,10/18/2023,0.00099156,0.000960223,0.000250032
656,10/19/2023,0.000223662,0.003272305,7.72e-05
657,10/20/2023,0.008909347,0.001707876,0.002462664
658,10/21/2023,0.000873197,0.000110621,0.005185242
659,10/22/2023,0.000140764,0.000181817,0.003579551
660,10/23/2023,6.92e-05,0.012419791,0.009748179
661,10/24/2023,0.001387473,0.011766938,0.00901958
662,10/25/2023,0.000328582,0.002203558,0.00908033
663,10/26/2023,0.000194564,0.001281467,0.005944102
664,10/27/2023,0.00206786,0.009132179,0.004778744
665,10/28/2023,0.003394713,0.00089123,0.007879934
666,10/29/2023,5.99e-05,0.001794907,0.012421117
667,10/30/2023,7.07e-05,0.001700768,0.014629493
668,10/31/2023,9.06e-05,0.001243427,0.010562596
669,11/1/2023,3.66e-05,0.000716731,0.003371778
670,11/2/2023,0.000233959,0.000403812,0.001672774
671,11/3/2023,5.37e-05,0.00061977,0.009101657
672,11/4/2023,0.007065638,0.003419192,0.003337801
673,11/5/2023,0.003818256,0.000162791,0.001463967
674,11/6/2023,8.86e-05,9.34e-05,0.002340798
675,11/7/2023,4.3e-05,0.007618026,0.011617474
676,11/8/2023,0.003526429,0.004755523,0.002421116
677,11/9/2023,0.00485575,0.019852357,0.001043549
678,11/10/2023,0.009123916,0.007260715,0.010064101
679,11/11/2023,0.010350347,0.00557791,0.005355345
680,11/12/2023,0.008889771,0.000434509,0.006697132
681,11/13/2023,0.000681544,0.007695102,0.008033666
682,11/14/2023,0.000184911,0.00210007,0.003184306
683,11/15/2023,0.012019394,0.0014875,0.00116457
684,11/16/2023,0.00078621,0.001169411,0.00260718
685,11/17/2023,6.56e-05,0.00069425,0.005331952
686,11/18/2023,4.32e-05,0.00158459,0.002419011
687,11/19/2023,4.21e-05,0.002992025,0.012857731
688,11/20/2023,4.22e-05,0.003453124,0.016647532
689,11/21/2023,0.000564387,0.003610454,0.00697602
690,11/22/2023,0.001352843,0.00108275,0.000685127
691,11/23/2023,0.002299064,6.27e-05,2.32e-05
692,11/24/2023,0.000768141,8.3e-05,1.97e-05
693,11/25/2023,4.25e-05,0.000583941,0.001036023
694,11/26/2023,0.006883576,0.001508774,0.000536154
695,11/27/2023,0.011846605,0.001383407,0.000879184
696,11/28/2023,0.001264278,0.000989736,8.89e-05
697,11/29/2023,0.000284813,0.000178777,0.000438526
698,11/30/2023,0.000106767,0.003543673,0.001273403
699,12/1/2023,0.005934699,0.002591165,0.000319744
700,12/2/2023,0.012828217,9.27e-05,0.001071007
701,12/3/2023,0.000409771,0.001578236,0.009261502
702,12/4/2023,0.000165447,0.010096395,0.009728871
703,12/5/2023,0.000564666,0.035005814,0.005546408
704,12/6/2023,0.023560553,0.007022049,0.000417385
705,12/7/2023,0.00528605,0.002366089,0.000526477
706,12/8/2023,0.000952213,0.001283216,0.002894758
707,12/9/2023,4.33e-05,0.000564725,0.004929838
708,12/10/2023,0.002001977,0.000466405,0.001602081
709,12/11/2023,0.003029063,5.81e-05,0.002679831
710,12/12/2023,0.001346871,0.000342199,0.000416311
711,12/13/2023,0.005815299,0.000108818,1.17e-05
712,12/14/2023,0.012945427,3.58e-05,1.22e-05
713,12/15/2023,0.005092005,3.23e-05,1.33e-05
714,12/16/2023,0.000447876,2.9e-05,0.000486167
715,12/17/2023,3.41e-05,3.72e-05,3.81e-05
716,12/18/2023,6.52e-05,8.2e-05,1.8e-05
717,12/19/2023,0.000207915,0.000309951,1.41e-05
718,12/20/2023,0.000594473,0.000159899,8.66e-05
719,12/21/2023,0.000263996,8.16e-05,8.42e-05
720,12/22/2023,0.000563029,0.000214227,7.59e-05
721,12/23/2023,0.001405527,3.72e-05,5.12e-05
722,12/24/2023,0.002878702,0.000577627,2.85e-05
723,12/25/2023,0.000394789,0.00019651,1.1e-05
724,12/26/2023,0.000284778,0.000197282,0.003645203
725,12/27/2023,0.003011916,0.015839787,0.008341808
726,12/28/2023,0.004075731,0.018574685,0.002735161
727,12/29/2023,0.025120513,0.005111351,0.00163602
728,12/30/2023,0.001429495,0.006870211,0.00126384
729,12/31/2023,0.004678504,0.011480299,0.001008659
730,1/1/2024,0.008657145,0.016866077,0.000235555
731,1/2/2024,0.004139689,0.003493001,0.001785635
732,1/3/2024,0.002689893,0.001363861,0.001359375
733,1/4/2024,0.002717795,0.001499154,0.002137981
734,1/5/2024,0.00368337,0.003133478,0.001802718
735,1/6/2024,0.001680008,0.00254254,0.000267576
736,1/7/2024,0.004173176,0.002491682,0.000236105
737,1/8/2024,0.003174746,0.000610097,0.000132031
738,1/9/2024,0.001370517,0.000230283,0.003573913
739,1/10/2024,0.003146227,0.000525116,0.003004377
740,1/11/2024,0.00214121,0.000474913,0.001700211
741,1/12/2024,0.00067612,0.002717267,0.001035937
742,1/13/2024,0.003741059,0.006003382,0.000401815
743,1/14/2024,0.005286427,0.00031817,1e-05
744,1/15/2024,0.000529361,0.000136248,5.87e-05
745,1/16/2024,5.73e-05,0.004099822,5.85e-05
746,1/17/2024,0.004319983,0.010409623,0.000953386
747,1/18/2024,0.010476149,0.005270007,0.003585468
748,1/19/2024,0.002318639,0.003583962,0.004512134
749,1/20/2024,0.011338079,0.004439242,0.003212067
750,1/21/2024,0.005930828,0.002705148,0.007190268
751,1/22/2024,0.006105487,0.002284185,0.001779018
752,1/23/2024,0.000897917,0.000455085,0.000379487
753,1/24/2024,0.000643507,0.000203005,0.000236885
754,1/25/2024,6.5e-05,6.07e-05,0.000381283
755,1/26/2024,3.74e-05,3.38e-05,4.35e-05
756,1/27/2024,0.000153478,3.38e-05,0.00040439
757,1/28/2024,0.001330343,0.000389035,0.001820819
758,1/29/2024,0.000123718,0.005204583,0.001796674
759,1/30/2024,2.97e-05,0.00188668,0.004234884
760,1/31/2024,2.81e-05,0.005128462,0.003727346
761,2/1/2024,6.88e-05,0.002811191,0.002157004
762,2/2/2024,7.03e-05,0.001004794,0.002456511
763,2/3/2024,0.009934742,0.000723949,0.004767267
764,2/4/2024,0.001577761,0.009490836,0.003179662
765,2/5/2024,0.011342939,0.006416338,0.005646308
766,2/6/2024,0.009259296,0.010779962,0.000966721
767,2/7/2024,0.001588525,0.003258903,0.003254064
768,2/8/2024,6.43e-05,0.006468088,0.001133395
769,2/9/2024,3.94e-05,0.006707468,0.000800485
770,2/10/2024,0.000554676,0.002306205,0.000466363
771,2/11/2024,4.03e-05,0.001807424,0.004335952
772,2/12/2024,0.000429874,0.006499105,0.003698748
773,2/13/2024,0.003240545,0.006924251,0.004405182
774,2/14/2024,0.008539015,0.002067068,0.001631961
775,2/15/2024,0.001179253,0.000480694,0.002023433
776,2/16/2024,0.002772139,0.005831969,0.005313657
777,2/17/2024,0.010725264,0.007072031,0.009093327
778,2/18/2024,0.009591239,0.010123988,0.007010261
779,2/19/2024,0.015991856,0.003425681,0.001464069
780,2/20/2024,0.001533811,0.003665172,0.000570049
781,2/21/2024,0.014298415,0.005826765,0.000337996
782,2/22/2024,0.004512215,0.00098754,0.000191424
783,2/23/2024,0.003936261,0.000805363,0.000196771
784,2/24/2024,0.005630326,0.00013871,0.000617205
785,2/25/2024,0.000717392,0.000149157,0.000224947
786,2/26/2024,0.000447325,9.33e-05,0.000127209
787,2/27/2024,0.001601211,0.001227145,0.000160237
788,2/28/2024,0.002104332,0.001490434,6.02e-05
789,2/29/2024,0.001812127,0.001073876,0.00058479
790,3/1/2024,0.001117197,0.009555537,0.002558026
791,3/2/2024,0.016060674,0.003706238,0.00134267
792,3/3/2024,0.00438438,0.002841036,0.001255972
793,3/4/2024,0.009386594,0.001586702,0.006662562
794,3/5/2024,0.00127566,0.020000552,0.005085897
795,3/6/2024,0.003525647,0.020369093,0.003514047
796,3/7/2024,0.001352972,0.012725131,0.001426975
797,3/8/2024,0.000525064,0.001615484,0.002392428
798,3/9/2024,4.78e-05,0.004072904,0.002662095
799,3/10/2024,4.9e-05,0.009420595,0.003767242
800,3/11/2024,5.59e-05,0.009709462,0.006313214
801,3/12/2024,4.25e-05,0.001781557,0.002119236
802,3/13/2024,4.8e-05,0.000403786,0.001258627
803,3/14/2024,0.000585878,0.000290236,0.000415572
804,3/15/2024,0.005148863,0.000953049,9.58e-05
805,3/16/2024,0.005911066,0.004376467,0.001250292
806,3/17/2024,0.00120251,0.007782051,0.010141292
807,3/18/2024,0.00115844,0.003166622,0.004549923
808,3/19/2024,0.001586413,0.001523383,0.000697528
809,3/20/2024,0.001475337,0.001665765,0.005761208
810,3/21/2024,0.001373976,0.005967484,0.00300723
811,3/22/2024,0.007678854,0.001903329,0.006741349
812,3/23/2024,0.005451466,0.00117576,0.004547215
813,3/24/2024,0.004346916,0.003692649,0.000465486
814,3/25/2024,0.01219354,0.002280513,0.001079797
815,3/26/2024,0.004125965,0.002441598,0.000352018
816,3/27/2024,0.003467599,0.001298481,0.0001936
817,3/28/2024,0.000781762,0.000531277,0.000536528
818,3/29/2024,0.00023375,9.29e-05,0.000138254
819,3/30/2024,0.000143177,0.00015848,6.18e-05
820,3/31/2024,0.004171593,0.003081103,0.008070717
821,4/1/2024,0.008823461,0.009062099,0.004840972
822,4/2/2024,0.004692912,0.003462343,0.000592471
823,4/3/2024,0.013433779,0.001861896,0.001845539
824,4/4/2024,0.008772825,0.002505501,0.006700074
825,4/5/2024,0.00837276,0.001956064,0.000955709
826,4/6/2024,0.003107745,0.001655786,0.00336738
827,4/7/2024,0.001343912,0.003262841,0.010854155
828,4/8/2024,0.004684812,0.00425848,0.005665085
829,4/9/2024,0.005277562,0.001871006,0.001552728
830,4/10/2024,0.001192246,0.000695412,0.003914407
831,4/11/2024,0.006619379,0.00421551,0.000685133
832,4/12/2024,0.024917797,0.001574095,4.01e-05
833,4/13/2024,0.009554902,0.000691845,0.000152432
834,4/14/2024,0.00154242,0.000550737,0.005387916
835,4/15/2024,0.001205443,0.005030867,0.006710372
836,4/16/2024,0.000407128,0.00356994,0.007533845
837,4/17/2024,0.000170936,0.004506324,0.004264643
838,4/18/2024,0.000913128,0.000395375,0.004463664
839,4/19/2024,0.002823212,0.002575305,0.001625789
840,4/20/2024,0.002202673,0.00028328,1.4e-05
841,4/21/2024,0.005042785,0.00010893,4.3e-05
842,4/22/2024,0.012548517,0.00039831,0.002996432
843,4/23/2024,0.001797331,0.000684695,0.003808457
844,4/24/2024,0.002313105,0.001164493,0.001338167
845,4/25/2024,0.003466431,0.002996901,0.0039254
846,4/26/2024,0.005768755,0.001069966,0.002094949
847,4/27/2024,0.007583089,0.001220853,0.000974561
848,4/28/2024,0.003648836,0.000525643,0.004984837
849,4/29/2024,0.003094082,0.000243704,0.002807789
850,4/30/2024,4.31e-05,0.001036026,0.007188385
851,5/1/2024,7.53e-05,0.00209338,0.01032394
852,5/2/2024,2.69e-05,0.013188078,0.009793441
853,5/3/2024,3.66e-05,0.007552534,0.004704635
854,5/4/2024,3.98e-05,0.006202911,0.002989107
855,5/5/2024,0.000155543,0.003975285,0.002650308
856,5/6/2024,0.001121855,0.003041419,0.002206099
857,5/7/2024,8.51e-05,0.001080566,0.00185268
858,5/8/2024,3.35e-05,0.001216853,0.003890082
859,5/9/2024,0.001807897,0.002759709,0.002855934
860,5/10/2024,0.001601654,0.000889593,0.00626602
861,5/11/2024,0.000640182,0.003647166,0.003731315
862,5/12/2024,0.00709769,0.001028562,0.002394647
863,5/13/2024,0.002045226,0.000101807,0.006147965
864,5/14/2024,0.000768793,0.000888977,0.008395593
865,5/15/2024,2.75e-05,0.004523679,0.003328642
866,5/16/2024,0.000340381,0.002044606,0.005094888
867,5/17/2024,0.002021046,0.000432097,0.005209376
868,5/18/2024,0.007783977,0.000508244,0.007744837
869,5/19/2024,0.001407525,0.001472429,0.003839633
870,5/20/2024,0.007054459,0.002328551,0.006058011
871,5/21/2024,0.003290797,0.000267589,0.000870705
872,5/22/2024,8.25e-05,0.000416264,0.000472712
873,5/23/2024,0.000171341,0.001780137,0.000807726
874,5/24/2024,0.000165425,0.002703906,0.000730091
875,5/25/2024,0.000253843,0.003040699,0.000362033
876,5/26/2024,8.34e-05,0.001408727,0.000103376
877,5/27/2024,0.000113219,0.001182094,6.01e-05
878,5/28/2024,0.007855288,0.001990942,0.000255396
879,5/29/2024,0.007589143,0.000763593,0.001036694
880,5/30/2024,0.006537789,0.000763204,0.002072694
881,5/31/2024,0.001081208,0.001107087,0.00254485
882,6/1/2024,0.001062441,0.002037453,0.002595433
883,6/2/2024,0.000347513,0.000434081,0.000614429
884,6/3/2024,7.73e-05,0.00166196,0.004240322
885,6/4/2024,6.13e-05,0.002887703,0.002125794
886,6/5/2024,4.97e-05,0.002889953,0.003429833
887,6/6/2024,0.000193876,0.010271954,0.003499064
888,6/7/2024,0.002462286,0.010097944,0.005929443
889,6/8/2024,0.007069618,0.009586208,0.001235675
890,6/9/2024,0.004415808,0.004662362,0.000638964
891,6/10/2024,0.000558007,0.002666598,0.000769343
892,6/11/2024,0.000820493,0.001104125,0.00050619
893,6/12/2024,0.000112679,0.003639457,0.000540413
894,6/13/2024,0.003868542,0.001864862,0.00493587
895,6/14/2024,0.00273081,0.001945692,0.002039425
896,6/15/2024,0.002227234,0.00246412,0.003373912
897,6/16/2024,0.004538584,0.001991625,0.006407672
898,6/17/2024,0.005145907,0.003261628,0.001475716
899,6/18/2024,0.001902348,0.000524618,0.000307806
900,6/19/2024,8.82e-05,0.000946732,0.00282501
901,6/20/2024,0.000119726,0.003965348,0.001834813
902,6/21/2024,0.000230612,0.000718855,0.000645807
903,6/22/2024,0.000220122,0.001798759,0.009676533
904,6/23/2024,0.000154643,0.005183102,0.006846224
905,6/24/2024,5.18e-05,0.000931397,0.001477534
906,6/25/2024,0.000820516,0.000535653,0.00366564
907,6/26/2024,0.00017539,0.00052997,0.006928058
908,6/27/2024,5.07e-05,0.001270539,0.007587414
909,6/28/2024,4.38e-05,0.000747024,0.002549615
910,6/29/2024,4.07e-05,0.003343724,0.005125173
911,6/30/2024,4.2e-05,0.001635264,0.001201465
912,7/1/2024,9.83e-05,0.001121903,0.000986447
913,7/2/2024,0.000102125,0.000993052,0.000130909
914,7/3/2024,0.000111802,0.000851607,6.13e-05
915,7/4/2024,9.39e-05,0.000583769,0.002392629
916,7/5/2024,0.00016177,0.001159218,0.005516796
917,7/6/2024,0.000201927,0.001978979,0.010319926
918,7/7/2024,9.82e-05,0.005051056,0.006065924
919,7/8/2024,9.07e-05,0.000769047,0.003290015
920,7/9/2024,7.85e-05,0.002788129,0.003123669
921,7/10/2024,0.000174973,0.00164845,0.006134068
922,7/11/2024,0.000249053,0.003757342,0.004186299
923,7/12/2024,0.002233147,0.004639006,0.001116386
924,7/13/2024,0.003259073,0.002725301,0.00038459
925,7/14/2024,0.003124125,0.000633437,0.000354022
926,7/15/2024,0.001239299,0.00021431,0.000284805
927,7/16/2024,0.000252301,0.000655673,0.00143893
928,7/17/2024,0.00011392,0.001550805,0.000517406
929,7/18/2024,0.00014674,0.001925034,0.003417108
930,7/19/2024,0.000311991,0.000808304,0.00823495
931,7/20/2024,0.000153146,0.001351939,0.005143445
932,7/21/2024,0.000113352,0.001079872,0.005535474
933,7/22/2024,8.57e-05,0.002953636,0.0002542
934,7/23/2024,9.79e-05,0.000237357,4.35e-05
